Pressure (psi),PI (psi/bbl),Initial Watercut (%),GOR (scf/stb),Temperature Res. (F),ID tubing (in),FTP(Flowing Tubing Pressure) (psig),Killing Fluid (psi/),Max CHP (Psig),Gas Gravity,API,Depth of Reservoir,Depth of Tubing,Max Depth Injection,AOF (STB/d),Max Oil Rate (STB/d),Injected Gas Rate (MMscf/D),Injection Pressure (psig),Liquid rate (STB/d)
1527.04,1.331,4.93,323.803,189.6,3.073147688,97.36,0.283,687.67,0.903,47.784,4138,3663,2695,1467.9,1323.57,0.042363,612.67,1392.21
1529.58,1.346,7.3,337.862,191.63,3.031947996,94.07,0.541,686.01,0.868,46.675,4116,3702,2734,1419.8,1250.43,0.014218,461.01,1348.9
1529.66,1.23,0,362.568,189.23,3.055701028,99.19,0.53,692.12,0.928,46.576,4190,3730,2762,1290.1,1224.32,0.033118,517.12,1224.32
1530.16,1.004,4.16,319.326,190.66,2.85772028,91.66,0.439,684.47,1.064,45.805,4206,3653,2685,1162.6,1058.95,0.13746,559.47,1104.91
1530.44,1.194,2.99,339.758,193.99,2.882023042,96.62,0.4,685.65,0.833,43.527,4114,3633,2665,1175.5,1084.01,0.090167,560.65,1117.42
1530.81,1.114,0,337.858,190.71,3.041372643,105.3,0.362,685.62,0.88,49.495,4073,3554,2586,1216.6,1150.85,0.084336,560.62,1150.85
1531.09,1.564,0,328.328,184.57,2.968887225,95.99,0.577,688.5,0.845,42.47,4067,3718,2750,1562.2,1482.91,0.00056028,463.5,1482.91
1531.97,1.506,10,338.066,188.59,3.131571928,88.16,0.557,689.03,0.893,43.053,4049,3689,2721,1442.6,1237.73,0.017084,464.03,1375.26
1532.02,1.305,10,335.945,186.44,2.907272072,95.26,0.375,681.91,0.821,46.412,4068,3684,2716,1349.3,1153.52,0.035934,556.91,1281.69
1533.42,1.217,3.21,317.722,189.07,2.929779196,103.41,0.273,681.39,0.818,44.665,4122,3511,2543,1256.3,1151.74,0.10604,606.39,1189.94
1533.92,0.894,12.5,324.514,187.04,3.071928968,96.3,0.36,692.41,0.857,44.507,4079,3669,2701,939.2,781.502,0.15883,567.41,893.145
1534.44,1.183,5.96,332.449,185.44,2.84360695,101.82,0.545,691.33,0.903,45.594,4126,3751,2783,1272,1132.28,0.070836,466.33,1204.04
1534.83,1.217,0,304.021,185.02,3.0967444,102.66,0.556,683.88,0.896,45.359,4089,3629,2661,1317,1247.55,0.11586,458.88,1247.55
1537.48,1.321,0,334.642,188.73,3.04552638,102.54,0.382,679.6,0.912,44.939,4169,3644,2676,1467.1,1334.68,0.049823,554.6,1334.68
1538.08,1.448,0,366.084,190.39,3.096794022,95.62,0.358,690.42,0.8,43.857,4091,3541,2573,1350.4,1286.49,0.026161,565.42,1286.49
1540.7,1.454,0.11,374.793,190.39,2.887947112,104.39,0.411,688.87,0.804,41.38,4049,3570,2602,1281.3,1213.34,0.065793,563.87,1214.68
1541.75,1.409,0,362.169,187.66,2.937489879,99.9,0.375,683.19,0.826,42.946,4212,3749,2781,1335.9,1267.51,0.023326,558.19,1267.51
1542.29,1.332,0.57,306.923,189.5,2.973036177,100.67,0.495,688.38,0.945,45.1,4310,3694,2726,1503.3,1413.74,0.054091,513.38,1421.85
1542.54,1.479,0,328.471,190.02,2.839559008,99.64,0.397,683.27,0.817,43.313,4164,3638,2670,1481.3,1405.85,0.033891,558.27,1405.85
1544.29,1.062,7.72,328.561,188.65,3.19668244,102.01,0.625,688.05,0.697,47.121,4221,3768,2800,1039,910.218,0.10808,413.05,986.365
1544.42,1.491,0.87,314.637,192.59,2.900699709,112.68,0.526,687.39,0.856,40.675,4031,3674,2706,1505.4,1406.99,0.059322,462.39,1419.34
1545.7,1.361,6.83,346.619,189.96,2.955448061,95.39,0.49,687.2,0.853,43.026,4107,3602,2634,1359.9,1205.74,0.041054,512.2,1294.13
1545.89,1.415,0,307.081,193.66,2.983211682,99.19,0.532,697.84,0.865,49.955,4133,3743,2775,1619.9,1533.49,0.0016276,522.84,1533.49
1548.5,1.255,3.64,307.174,189.53,3.016756105,94.89,0.529,687.85,0.822,47.116,4033,3749,2781,1377.1,1269.83,0.13921,512.85,1317.8
1548.73,1.155,2.08,336.796,187.8,3.110590929,97.67,0.264,686.73,0.896,44.775,4035,3630,2662,1230.6,1145.55,0.081337,611.73,1169.88
1548.74,1.471,0,358.227,186.62,3.051634227,103.45,0.587,686.8,0.853,46.11,4209,3721,2753,1407.8,1334.12,0.001946,461.8,1334.12
1549.12,1.39,2.75,321.978,192.42,2.848757916,95.84,0.24,689.19,0.982,45.813,4071,3689,2721,1583.4,1458.7,0.0021034,614.19,1499.95
1553.38,1.199,10,332.79,192.31,3.001414837,95.38,0.335,690.01,0.852,45.569,4084,3820,2852,1275.9,1091.21,0.039307,565.01,1212.45
1553.55,1.36,0,327.352,189.41,3.0072639,98.25,0.539,691.85,0.876,46.495,4106,3613,2645,1519.2,1442.2,0.012319,516.85,1442.2
1554.06,1.454,6.9,309.199,187.62,2.94497366,97.21,0.568,689.31,0.924,48.87,4117,3664,2696,1704.7,1501.05,0.0026612,464.31,1612.3
1554.52,1.454,0,345.229,192.55,2.688060345,98.7,0.331,703.14,0.789,43.371,4257,3633,2665,1404.4,1333.13,0.022439,628.14,1333.13
1554.61,1.147,15.51,335.737,187.79,2.987799024,90.47,0.681,696.82,0.864,46.78,4041,3743,2775,1249.7,1005.26,0.062857,521.82,1189.8
1554.66,1.308,0,326.603,195.76,2.993967714,96.18,0.494,697.3,0.932,43.457,4239,3737,2769,1415.7,1344.55,0.031188,522.3,1344.55
1555.06,1.236,1.13,343.831,186.23,2.953316458,101.7,0.489,692.92,0.801,47.978,4030,3721,2753,1294.9,1214.81,0.035321,517.92,1228.69
1556.1,1.262,15.92,320.287,186.23,3.079661711,98.38,0.526,686.47,0.944,45.025,4037,3520,2552,1429.6,1139.3,0.080168,511.47,1355.02
1556.53,1.201,2.81,341.315,183.74,3.223590184,98.55,0.635,686.43,0.786,44.649,4076,3727,2759,1200.3,1110.39,0.081992,411.43,1142.5
1557.8,1.548,3.07,342.516,184.83,2.852836336,112.18,0.242,685.6,1.049,41.967,4054,3493,2525,1707,1559.29,0.013869,610.6,1608.68
1559.48,1.323,0,321.453,194.9,3.096196592,86.83,0.492,693.04,0.941,42.631,4114,3577,2609,1440.4,1374.98,0.033178,518.04,1374.98
1560.13,1.301,13.73,334.941,193.89,2.982713188,97.23,0.591,694.5,0.766,48.641,4112,3581,2613,1373.8,1126.35,0.028854,469.5,1305.61
1561.09,1.164,0,324.676,191.1,3.036064238,97.5,0.326,690.01,1.035,50.632,4069,3576,2608,1416,1341.57,0.064894,615.01,1341.57
1561.5,1.498,0,292.842,188.6,3.023723555,88.35,0.469,682.74,0.83,41.626,4058,3578,2610,1594.1,1520.69,0.038243,507.74,1520.69
1561.67,1.272,9.49,303.85,188.84,3.048541901,108.02,0.56,688.82,0.828,44.406,4039,3692,2724,1385.4,1186.18,0.088774,463.82,1310.55
1561.71,1.294,0.86,334.338,191.12,2.906508774,100.73,0.23,696.19,0.991,44.202,4148,3899,2931,1448.8,1358.81,0.0016439,621.19,1370.6
1562.85,1.324,0,359.383,189.08,3.204125102,89.08,0.622,697.01,0.756,47.019,4017,3785,2817,1304,1246.11,0.027066,472.01,1246.11
1566.05,1.056,0.57,313.996,187.23,2.990803722,103.16,0.545,684.25,1.055,43.474,4082,3652,2684,1237,1163.76,0.12326,459.25,1170.43
1566.15,1.305,4.88,322.413,187.93,2.938673397,107.49,0.394,685.46,0.774,43.165,4139,3539,2571,1315.6,1186.56,0.10317,560.46,1247.43
1566.92,1.278,0.12,375.077,190.89,2.943549576,106.61,0.658,690.43,0.923,43.801,4084,3737,2769,1312.6,1241.76,0.1129,665.43,1243.25
1571.2,0.879,5.91,351.306,189.62,2.846539591,102.27,0.422,679.03,0.853,45.566,4017,3713,2745,926.4,828.019,0.12872,504.03,880.029
1573.01,1.503,0,290.283,189.62,3.068626566,97.02,0.601,695.69,0.89,44.219,4092,3557,2589,1723.5,1635.26,0.022251,470.69,1635.26
1573.25,1.344,0,356.906,189.87,3.130583029,97.7,0.428,695.07,0.829,43.233,4109,3696,2728,1335,1271.27,0.030268,570.07,1271.27
1574.87,1.307,5.39,312.263,190.8,2.986036133,100.75,0.61,697.65,0.866,45.525,4091,3763,2795,1465.3,1314.06,0.029785,422.65,1388.93
1575.17,1.024,0.05,347.367,187.79,3.109564261,100.87,0.449,696.05,0.798,46.499,4285,3726,2758,1064,1012.06,0.10788,521.05,1012.57
1578.19,1.261,11.6,350.414,188.79,2.820192645,99.89,0.461,696.29,0.831,48.076,4076,3672,2704,1369.8,1148.81,0.0030084,521.29,1299.56
1580.21,0.908,1,349.865,190.2,2.867988069,103.59,0.455,687.48,0.768,44.652,4124,3587,2619,899.7,847.197,0.17139,512.48,855.755
1580.75,1.341,5.6,312.99,188.99,3.035786188,95.63,0.62,683.05,0.683,42.476,4195,3702,2734,1282.7,1153.43,0.077633,408.05,1221.85
1581,1.23,4.43,354.779,192.87,2.864283915,100.98,0.528,695.88,1.071,42.081,4141,3719,2751,1378.6,1247.07,0.0086249,470.88,1304.88
1581.65,0.971,1.39,321.579,189.8,3.076711744,96.25,0.453,686.21,0.997,44.487,4025,3594,2626,1130.2,1059.91,0.12305,511.21,1074.95
1582.05,1.046,0,302.633,188.55,3.037440588,95.05,0.594,691.93,1.016,45.639,4267,3799,2831,1265.9,1201.53,0.098094,466.93,1201.53
1585.79,1.242,2.73,363.654,182.4,3.149782316,93.85,0.479,690.96,0.798,47.315,4003,3675,2707,1293.5,1199.9,0.0041093,515.96,1233.58
1586.71,1.176,0,339.911,190.47,2.878603288,97.76,0.623,691.2,0.951,43.084,4089,3730,2762,1296.7,1231.98,0.041211,416.2,1231.98
1587.62,0.944,0,321.417,186.31,3.025719122,97.67,0.392,695.12,1.053,45.175,4201,3499,2531,1134.7,1078.82,0.15639,570.12,1078.82
1587.91,1.218,0,348.084,186.13,3.055636297,95.88,0.564,686.7,1.058,42.106,4145,3780,2812,1379.3,1311.1,0.022289,461.7,1311.1
1588.99,1.21,3.94,313.738,190.38,2.949166156,99.62,0.53,691.2,0.782,41.441,4055,3621,2653,1236.9,1130.5,0.10199,516.2,1176.86
1589.43,1.373,0,341.257,192.93,3.025414868,101.27,0.31,684.4,0.835,43.226,4098,3741,2773,1423.2,1351.47,0.0039411,559.4,1351.47
1590.74,0.95,0,341.654,186,3.104323354,105.04,0.51,687.63,0.958,46.383,4164,3741,2773,1094.5,1038.35,0.1118,512.63,1038.35
1590.87,1.091,2.89,349.435,189.01,2.86227609,112.67,0.472,698.28,0.886,46.163,4060,3409,2441,1200.4,1135.43,0.10631,573.28,1135.43
1591.04,1.308,11.35,322.668,191.46,2.881968095,102.03,0.583,684.4,0.733,45.328,4118,3620,2652,1357.6,1142.63,0.040414,459.4,1288.93
1592.51,1.05,0,308.518,191.26,2.921960448,93.3,0.202,691.93,1.053,42.332,4330,3415,2447,1248.3,1187.92,0.13287,666.93,1187.92
1593.43,0.854,4.39,320.689,189.94,2.893723114,108.34,0.411,691.84,0.821,43.054,4139,3590,2622,911,825.496,0.17418,566.84,863.399
1597.68,1.1,3.24,374.92,187.46,2.860398503,102.23,0.488,686.03,1.03,49.544,4115,3700,2732,1304.8,1196.31,0.0089221,511.03,1236.36
1598.49,1.301,0,328.228,189.58,3.083809242,93.82,0.44,695.32,0.792,45.575,4029,3716,2748,1397.9,1332.73,0.012259,570.32,1332.73
1598.93,1.103,4.37,327.892,188.76,2.934127703,98.36,0.386,699.26,0.91,45.377,4076,3713,2745,1262.2,1146.84,0.058091,574.26,1199.25
1600.32,1.049,0,340.075,191.08,2.914481809,97.6,0.461,687.6,0.913,43.473,4152,3570,2602,1154.6,1099.73,0.09638,512.6,1099.73
1600.7,1.316,0.37,309.092,187.47,2.94700644,94.66,0.386,691.68,0.922,41.483,4126,3635,2667,1483.5,1407.51,0.052202,566.68,1412.74
1603.39,1.292,2.66,347.367,190.46,2.934656447,99.93,0.347,692.72,0.915,44.866,4096,3577,2609,1440.9,1332.67,0.0021016,567.72,1369.09
1603.59,1.35,0.55,328.719,188.98,2.990448567,90.48,0.463,685.1,0.899,39.136,4277,3725,2757,1415.3,1343.41,0.032639,510.1,1350.84
1604.64,1.099,9.76,365.436,185.77,2.978929085,108.68,0.554,690.06,0.83,45.743,4076,3551,2583,1164.6,996.388,0.064265,465.06,1104.15
1605.37,1.287,0,320.609,189.55,2.915103615,94.35,0.695,687.4,1.099,45.059,4027,3657,2689,1589.7,1507.84,0.033717,662.4,1507.84
1606.19,1.271,1.39,332.701,182.16,2.791696199,104.66,0.481,694.79,0.942,45.357,4248,3532,2564,1477.4,1380.33,0.038396,519.79,1399.79
1606.45,1.227,4.17,313.81,187.54,2.99823887,105.64,0.56,686.9,1.008,46.68,4272,3668,2700,1509.6,1366.59,0.058404,461.9,1426.05
1607.39,1.353,0,336.957,189.19,3.221280148,105.68,0.513,689.6,1.007,45.41,4186,3647,2679,1602.2,1518.19,0.0070918,514.6,1518.19
1608.78,1.213,5.33,346.521,192.37,2.898855396,107.83,0.552,697.65,0.743,44.298,4144,3597,2629,1215.2,1091.3,0.060815,472.65,1152.74
1608.78,1.214,6.05,349.917,192.48,3.027067082,113.66,0.468,689.6,0.852,47.088,4106,3674,2706,1348.4,1196.65,0.011025,514.6,1273.71
1610.26,1.352,8.15,310.188,191.92,2.990836122,89.21,0.593,688.62,0.915,42.669,4053,3707,2739,1554.7,1360.81,0.0032436,463.62,1481.56
1611.27,1.176,2.07,322.722,187.27,2.916558633,101.71,0.421,686.72,0.783,44.452,4277,3662,2694,1266.3,1179.42,0.076868,561.71,1204.35
1612.25,1.098,4.18,351.924,192.89,2.92337439,89.99,0.356,689.36,0.772,44.912,4125,3706,2738,1127.8,1033.02,0.052293,564.36,1078.08
1614.14,1.12,6.55,345.633,186.49,3.016501126,100.58,0.652,696.13,0.928,45.385,4144,3684,2716,1284.2,1140.16,0.042487,421.13,1220.07
1614.78,1.256,2.37,359.341,185.81,2.999652418,101.5,0.32,686.85,1.006,43.652,4167,3577,2609,1434.9,1330.65,0.0080892,611.85,1362.95
1615.67,1.211,2.55,286.046,192.15,3.004985783,106.95,0.405,686.83,1.02,43.685,4110,3530,2562,1509.1,1388.09,0.10153,561.83,1424.41
1616.11,1.343,6.01,297.83,193.34,2.905996669,100.56,0.356,687.53,0.978,46.363,4126,3939,2971,1670.2,1483.38,0.0038757,562.53,1578.23
1617.67,1.446,0.64,298.059,189.27,3.002923198,101.92,0.573,698.51,0.992,45.41,4053,3710,2742,1668.9,1569.7,0.029543,473.51,1579.81
1620.1,1.067,2.49,339.107,185.58,3.063961579,87.36,0.445,698.45,0.823,41.093,4047,3722,2754,1103.8,1022.11,0.02732,573.45,1048.21
1620.27,0.882,8,349.032,192.87,3.022989296,106.05,0.312,693.38,0.851,43.843,4044,3681,2713,952.8,832.932,0.12453,618.38,905.36
1622.71,0.758,0,319.203,191.23,3.061704789,108.35,0.654,694.12,0.812,42.486,4063,3570,2602,819.1,779.754,0.24089,419.12,779.754
1623.07,1.257,5.7,296.209,183.5,2.990731838,101.94,0.454,687.96,0.786,45.849,4164,3806,2838,1454.2,1300.7,0.031809,512.96,1379.32
1623.6,1.072,6.98,324.847,189.2,3.0585348,98.63,0.44,694.99,0.776,39.461,4041,3750,2782,1073.2,952.334,0.12712,519.99,1023.79
1625.08,1.116,0,319.62,195.91,2.938902677,92.69,0.453,692.29,0.95,43.559,4237,3719,2751,1309.4,1248.34,0.053504,517.29,1248.34
1625.28,1.138,0,338.647,191.52,2.985641802,102.59,0.531,691.73,0.918,46.385,4059,3869,2901,1329.5,1261.91,0.010839,466.73,1261.91
1625.49,1.487,0,311.288,187.36,2.958097145,111.48,0.523,688.25,0.92,44.771,4125,3409,2441,1770.5,1673.63,0.014332,513.25,1673.63
1627.92,1.155,0,348.524,187.55,2.976847882,103.63,0.596,677.46,0.833,45.778,4117,3789,2821,1273.8,1210.32,0.020694,402.46,1210.32
1628.84,1.228,0,330.543,189.28,2.83179831,108.79,0.334,690.58,0.927,44.071,4144,3696,2728,1424.3,1347.53,0.022832,565.58,1347.53
1630.66,1.261,0,326.207,185.28,2.995464757,106.16,0.513,687.71,0.904,46.003,4214,3679,2711,1491.2,1412.88,0.01366,512.71,1412.88
1633.43,1.247,5.18,316.627,188.41,3.092025904,96.39,0.532,691.54,0.91,45.357,4126,3707,2739,1490.5,1344.09,0.013787,466.54,1417.52
1636.04,1.17,0,360.666,187.58,2.991229341,97.97,0.492,689.58,1.043,44.691,4276,3612,2644,1392.5,1325.14,0.0096397,514.58,1325.14
1637.85,1.252,0,349.138,185.74,2.92124978,103.33,0.462,695.83,0.926,46.659,4095,3643,2675,1355.9,1287.88,0.016709,520.83,1287.88
1638.49,1.114,2.55,337.212,187.32,3.10639355,95.28,0.467,689.77,1.038,47.977,4064,3878,2910,1401.2,1297.63,0.0054249,514.77,1331.59
1645.06,1.096,6.96,331.359,193.59,3.114715856,97.81,0.378,679.77,0.984,45.255,4078,3693,2725,1335.8,1184.81,0.06923,554.77,1273.44
1649.33,1.311,1.62,356.381,188.01,2.952016387,99.28,0.451,679.81,0.869,40.259,4141,3692,2724,1376.5,1290.06,0.0058243,504.81,1311.3
1651.62,0.972,6.01,310.856,187,3.047627985,104.77,0.565,690.24,0.991,46.312,4126,3727,2759,1234.1,1099.16,0.10204,465.24,1169.44
1651.93,1.265,8.12,331.206,184.14,3.05197652,104.04,0.363,695.39,0.862,46.853,4193,3616,2648,1505.4,1313.33,0.007085,570.39,1429.39
1658.99,0.951,0,334.952,187.33,2.949511039,104.39,0.632,689.92,0.891,44.057,4070,3731,2763,1107.9,1053.97,0.093337,414.92,1053.97
1668.17,1.053,0.04,302.502,188.69,3.210562603,99.2,0.536,685.75,0.912,42.73,4209,3639,2671,1280.4,1219.5,0.099412,510.75,1219.99
1684.18,1.096,4.31,350.897,190.46,2.850635996,101.2,0.438,688.9,0.911,45.615,4093,3682,2714,1315.3,1197.52,0.00066574,513.9,1251.46
1695.88,1.22,0,303.3,187.65,2.945527508,97.93,0.497,680.8,1.002,44.492,4147,3715,2747,1592.7,1514.15,0.016918,505.8,1514.15
1721.39,0.942,0,311.956,189.95,2.836826173,94.31,0.473,692.6,0.872,44.319,4069,3722,2754,1180.9,1128.28,0.064939,667.6,1128.28
1742.04,1.099,1.07,329.938,190,2.938733509,96,0.484,692.21,1.107,46.476,4155,3481,2513,1514.9,1428.15,0.02575,517.21,1443.6
